food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
594,Chicken Lababdar,Main_Course,Pan-India,Pan-India,6,non-veg,1,204,26.9,7.1,10.0,0.0,0,Medium,0,"Authentic Pan-India preparation of Chicken Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/594.jpg
595,Khakhra,Snacks,Pan-India,Pan-India,6,veg,0,156,5.1,20.3,6.2,3.0,2,Medium,0,"Authentic Pan-India preparation of Khakhra, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/595.jpg
596,Carrot Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,162,1.8,19.8,3.8,4.4,3,High,0,"Authentic Pan-India preparation of Carrot Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/596.jpg
597,Garlic Naan,Breads_Rice,Pan-India,Pan-India,6,veg,0,193,5.9,31.8,0.5,4.3,3,High,0,"Authentic Pan-India preparation of Garlic Naan, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/597.jpg
598,Duck Kolhapuri,Main_Course,Maharashtra,West,3,non-veg,1,134,3.8,16.9,4.5,4.5,3,Medium,0,"Authentic Maharashtra preparation of Duck Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/598.jpg
599,Aloo Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,155,4.6,35.0,4.0,4.2,2,Medium,0,"Authentic Pan-India preparation of Aloo Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/599.jpg
600,Mysore Masala Dosa,Breads_Rice,Karnataka,South,2,veg,0,184,4.5,35.9,2.8,4.5,8,High,1,"Authentic Karnataka preparation of Mysore Masala Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/600.jpg
601,Bread Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,157,5.4,26.1,3.7,3.5,2,Medium,0,"Authentic Pan-India preparation of Bread Bhajiya, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/601.jpg
602,Baingan Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,148,4.0,24.3,4.4,5.8,4,Medium,0,"Authentic Pan-India preparation of Baingan Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/602.jpg
603,Chana Dal Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,248,12.5,39.9,3.7,12.2,8,High,0,"Authentic Pan-India preparation of Chana Dal Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/603.jpg
604,Paneer Samosa,Snacks,Pan-India,Pan-India,6,veg,0,420,16.0,14.9,37.4,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/604.jpg
605,Mix Veg Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,144,7.5,19.4,2.0,3.8,2,Medium,0,"Authentic Pan-India preparation of Mix Veg Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/605.jpg
606,Aloo Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,150,4.5,33.4,0.5,3.5,2,Medium,0,"Authentic Pan-India preparation of Aloo Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/606.jpg
607,Mutton Seekh Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,294,24.2,4.1,19.7,0.0,0,Medium,0,"Authentic Pan-India preparation of Mutton Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/607.jpg
608,Chole Tadka,Dals_Legumes,Punjab,North,1,veg,0,252,13.4,39.9,4.1,10.1,7,High,0,"Authentic Punjab preparation of Chole Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/608.jpg
609,Prawn Malai Tikka,Appetizers,Punjab,North,1,non-veg,1,227,22.4,3.5,14.6,0.0,0,Medium,0,"Authentic Punjab preparation of Prawn Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/609.jpg
610,Onion Uttapam,Breads_Rice,Pan-India,Pan-India,6,veg,0,188,6.3,38.0,5.1,4.9,3,Medium,0,"Authentic Pan-India preparation of Onion Uttapam, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/610.jpg
611,Bisi Bele Bath,Breads_Rice,Karnataka,South,2,veg,0,183,3.9,29.5,5.4,5.0,3,Medium,0,"Authentic Karnataka preparation of Bisi Bele Bath, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/611.jpg
612,Soya Chunks Saag,Main_Course,Pan-India,Pan-India,6,veg,0,211,22.9,14.8,10.2,12.2,8,Medium,0,"Authentic Pan-India preparation of Soya Chunks Saag, served as a main course.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/612.jpg
613,Chicken Hariyali Tikka,Appetizers,Punjab,North,1,non-veg,1,187,27.3,2.8,9.6,0.6,0,Medium,0,"Authentic Punjab preparation of Chicken Hariyali Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/613.jpg
614,Soya Chunks Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,218,25.1,14.6,6.9,10.2,7,Medium,0,"Authentic Pan-India preparation of Soya Chunks Kadai, served as a main course.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/614.jpg
615,Cashew Salna,Main_Course,Tamil Nadu,South,2,veg,0,161,3.1,20.7,2.3,4.5,3,Medium,0,"Authentic Tamil Nadu preparation of Cashew Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/615.jpg
616,Fish Kadai,Main_Course,Pan-India,Pan-India,6,non-veg,1,169,22.1,1.4,8.6,0.3,0,Low,0,"Authentic Pan-India preparation of Fish Kadai, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/616.jpg
617,Cabbage Thoran,Side_Dish,Kerala,South,2,veg,0,139,3.8,22.1,6.8,4.5,3,Medium,0,"Authentic Kerala preparation of Cabbage Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/617.jpg
618,Soya Chaap Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,198,25.4,15.7,5.0,7.8,5,Medium,0,"Authentic Pan-India preparation of Soya Chaap Seekh Kebab, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/618.jpg
619,Chole Palak,Dals_Legumes,Punjab,North,1,veg,0,248,15.5,39.2,2.8,15.9,10,High,0,"Authentic Punjab preparation of Chole Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/619.jpg
620,Chicken Malai Curry,Main_Course,West Bengal,East,4,non-veg,1,303,26.3,10.3,20.0,1.1,0,Medium,0,"Authentic West Bengal preparation of Chicken Malai Curry, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/620.jpg
621,Arbi Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,154,7.6,20.0,5.5,4.7,3,Medium,0,"Authentic Tamil Nadu preparation of Arbi Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/621.jpg
622,Paneer Tikka,Appetizers,Punjab,North,1,veg,0,259,15.8,6.6,23.0,0.0,0,High,0,"Authentic Punjab preparation of Paneer Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/622.jpg
623,Aloo Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,118,3.9,32.2,0.8,4.1,2,Medium,0,"Authentic Pan-India preparation of Aloo Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/623.jpg
624,Bhindi Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,159,3.8,22.2,3.7,4.3,3,Medium,0,"Authentic Pan-India preparation of Bhindi Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/624.jpg
625,Bread Tikki,Snacks,Pan-India,Pan-India,6,veg,0,171,7.4,18.7,4.2,3.7,2,Medium,0,"Authentic Pan-India preparation of Bread Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/625.jpg
626,Fish Xacuti,Main_Course,Goa,West,3,non-veg,1,205,23.3,3.6,9.0,0.0,0,Low,0,"Authentic Goa preparation of Fish Xacuti, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/626.jpg
627,Raw Banana Thoran,Side_Dish,Kerala,South,2,veg,0,133,7.5,17.6,2.7,5.1,3,Medium,0,"Authentic Kerala preparation of Raw Banana Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/627.jpg
628,Patishapta,Desserts,Pan-India,Pan-India,6,veg,0,312,4.7,58.2,11.8,0.6,0,Medium,0,"Authentic Pan-India preparation of Patishapta, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/628.jpg
629,Kashmiri Pulao,Breads_Rice,Jammu & Kashmir,North,1,veg,0,283,7.0,48.0,3.9,1.8,1,Medium,0,"Authentic Jammu & Kashmir preparation of Kashmiri Pulao, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/629.jpg
630,Carrot Thoran,Side_Dish,Kerala,South,2,veg,0,140,5.7,18.9,3.6,2.8,1,Medium,0,"Authentic Kerala preparation of Carrot Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/630.jpg
631,Cashew Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,166,7.8,23.9,4.0,2.9,2,Medium,0,"Authentic Pan-India preparation of Cashew Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/631.jpg
632,Aloo Kachori,Snacks,Pan-India,Pan-India,6,veg,0,162,1.3,31.3,4.9,1.5,1,Medium,0,"Authentic Pan-India preparation of Aloo Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/632.jpg
633,Kulith Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,206,13.1,40.5,6.4,11.5,8,High,0,"Authentic Pan-India preparation of Kulith Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/633.jpg
634,Egg Bonda,Snacks,Pan-India,Pan-India,6,non-veg,1,155,13.3,2.6,14.2,0.0,0,Medium,0,"Authentic Pan-India preparation of Egg Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/634.jpg
635,Lobia Amritsari,Dals_Legumes,Punjab,North,1,veg,0,224,14.1,37.7,4.5,11.1,7,High,0,"Authentic Punjab preparation of Lobia Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/635.jpg
636,Cucumber Raita,Side_Dish,Pan-India,Pan-India,6,veg,0,132,2.5,15.5,2.3,3.3,2,Medium,0,"Authentic Pan-India preparation of Cucumber Raita, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/636.jpg
637,Paneer Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,243,14.5,5.8,18.2,0.0,0,High,0,"Authentic Punjab preparation of Paneer Hariyali Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/637.jpg
638,Kolkata Chicken Biryani,Breads_Rice,Pan-India,Pan-India,6,non-veg,1,237,24.5,4.5,10.7,0.0,0,Medium,0,"Authentic Pan-India preparation of Kolkata Chicken Biryani, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/638.jpg
639,Mirchi Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,145,5.3,18.8,7.5,3.1,2,Medium,0,"Authentic Pan-India preparation of Mirchi Bhajiya, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/639.jpg
640,Yellow Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,259,16.1,38.5,0.5,13.0,9,High,0,"Authentic Pan-India preparation of Yellow Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/640.jpg
641,Thatte Idli,Breads_Rice,Tamil Nadu,South,2,veg,0,163,4.4,35.4,5.5,4.6,8,Low,1,"Authentic Tamil Nadu preparation of Thatte Idli, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/641.jpg
642,Bel Ka Sharbat,Beverages,Pan-India,Pan-India,6,veg,0,144,3.3,20.9,5.2,4.4,3,Medium,0,"Authentic Pan-India preparation of Bel Ka Sharbat, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/642.jpg
643,Motichoor Ladoo,Desserts,Pan-India,Pan-India,6,veg,0,317,3.5,52.4,11.7,1.5,1,Medium,0,"Authentic Pan-India preparation of Motichoor Ladoo, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/643.jpg
644,Tamarind Rice,Breads_Rice,Pan-India,Pan-India,6,veg,0,259,7.0,50.3,3.8,0.7,0,Low,0,"Authentic Pan-India preparation of Tamarind Rice, served as a breads rice.",Low-FODMAP profile prevents bloating and supports IBS management.,images/644.jpg
645,Rasmalai,Desserts,Pan-India,Pan-India,6,veg,0,452,3.2,63.4,26.8,1.0,0,Medium,0,"Authentic Pan-India preparation of Rasmalai, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/645.jpg
646,Onion Tikki,Snacks,Pan-India,Pan-India,6,veg,0,153,4.3,17.9,6.7,3.1,2,Medium,0,"Authentic Pan-India preparation of Onion Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/646.jpg
647,Mushroom Pudina Tikka,Appetizers,Punjab,North,1,veg,0,85,2.7,9.2,0.7,7.0,4,Medium,0,"Authentic Punjab preparation of Mushroom Pudina Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/647.jpg
648,Gobi Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,54,2.6,13.9,1.5,5.8,4,Medium,0,"Authentic Pan-India preparation of Gobi Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/648.jpg
649,Kofta Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,130,2.2,21.3,2.8,1.8,1,Medium,0,"Authentic Pan-India preparation of Kofta Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/649.jpg
650,Aloo Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,165,3.2,30.1,1.3,5.6,3,Medium,0,"Authentic Tamil Nadu preparation of Aloo Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/650.jpg
651,Urad Dal Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,218,12.6,37.5,4.4,12.1,8,High,0,"Authentic Pan-India preparation of Urad Dal Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/651.jpg
652,Kulcha,Breads_Rice,Pan-India,Pan-India,6,veg,0,175,4.7,36.2,1.9,4.5,3,Medium,0,"Authentic Pan-India preparation of Kulcha, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/652.jpg
653,Prawn Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,153,21.9,0.5,6.7,4.4,3,Medium,0,"Authentic Pan-India preparation of Prawn Saag, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/653.jpg
654,Prawn Jalfrezi,Main_Course,Pan-India,Pan-India,6,non-veg,1,188,15.6,3.6,8.4,0.0,0,Medium,0,"Authentic Pan-India preparation of Prawn Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/654.jpg
655,Chicken Koliwada,Appetizers,Pan-India,Pan-India,6,non-veg,1,201,27.7,4.0,11.2,0.6,0,Medium,0,"Authentic Pan-India preparation of Chicken Koliwada, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/655.jpg
656,Arbi Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,129,3.9,19.3,3.4,5.7,3,High,0,"Authentic Pan-India preparation of Arbi Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/656.jpg
657,Mysore Pak,Desserts,Karnataka,South,2,veg,0,311,4.5,52.8,14.4,2.3,1,Medium,0,"Authentic Karnataka preparation of Mysore Pak, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/657.jpg
658,Panakam,Beverages,Pan-India,Pan-India,6,veg,0,139,7.8,20.1,6.5,3.4,2,Medium,0,"Authentic Pan-India preparation of Panakam, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/658.jpg
659,Cabbage Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,167,3.2,24.2,8.0,4.7,3,Medium,0,"Authentic Pan-India preparation of Cabbage Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/659.jpg
660,Mirchi Kachori,Snacks,Pan-India,Pan-India,6,veg,0,152,3.0,21.0,6.2,4.6,3,Medium,0,"Authentic Pan-India preparation of Mirchi Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/660.jpg
661,Aloo Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,154,6.1,32.2,1.3,5.2,3,Medium,0,"Authentic Pan-India preparation of Aloo Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/661.jpg
662,Broccoli Tandoori,Appetizers,Pan-India,Pan-India,6,veg,0,60,3.8,11.3,1.7,4.8,3,Medium,0,"Authentic Pan-India preparation of Broccoli Tandoori, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/662.jpg
663,Prawn Boti Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,176,20.9,3.9,6.9,0.0,0,Medium,0,"Authentic Pan-India preparation of Prawn Boti Kebab, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/663.jpg
664,Lobia Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,247,14.6,41.5,8.1,10.9,7,High,0,"Authentic Pan-India preparation of Lobia Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/664.jpg
665,Kala Chana Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,237,13.1,34.5,5.8,13.3,9,High,0,"Authentic Pan-India preparation of Kala Chana Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/665.jpg
666,Moong Dal Tikki,Snacks,Pan-India,Pan-India,6,veg,0,249,12.1,44.4,0.5,13.7,9,Medium,0,"Authentic Pan-India preparation of Moong Dal Tikki, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/666.jpg
667,Puri,Breads_Rice,Pan-India,Pan-India,6,veg,0,175,1.1,34.1,2.9,3.0,2,Medium,0,"Authentic Pan-India preparation of Puri, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/667.jpg
668,Sheer Khurma,Desserts,Pan-India,Pan-India,6,veg,0,332,5.6,53.8,13.7,0.0,0,Medium,0,"Authentic Pan-India preparation of Sheer Khurma, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/668.jpg
669,Crab Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,139,4.4,18.7,5.3,8.2,5,Medium,0,"Authentic Pan-India preparation of Crab Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/669.jpg
670,Tinda Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,135,4.8,20.2,2.7,6.4,4,Medium,0,"Authentic Pan-India preparation of Tinda Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/670.jpg
671,Duck Moilee,Main_Course,Kerala,South,2,non-veg,1,126,5.7,25.1,2.3,4.2,2,Medium,0,"Authentic Kerala preparation of Duck Moilee, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/671.jpg
672,Tinda Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,172,5.9,20.2,4.6,3.0,2,Medium,0,"Authentic Pan-India preparation of Tinda Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/672.jpg
673,Jackfruit Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,127,1.2,22.3,2.3,3.8,2,Medium,0,"Authentic Pan-India preparation of Jackfruit Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/673.jpg
674,Bhindi Thoran,Side_Dish,Kerala,South,2,veg,0,143,5.3,18.1,2.7,4.6,3,Medium,0,"Authentic Kerala preparation of Bhindi Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/674.jpg
675,Masala Chai,Beverages,Pan-India,Pan-India,6,veg,0,147,2.9,21.5,3.6,3.8,2,High,0,"Authentic Pan-India preparation of Masala Chai, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/675.jpg
676,Soya Chunks Kolhapuri,Main_Course,Maharashtra,West,3,veg,0,228,25.1,16.3,3.2,8.2,5,Medium,0,"Authentic Maharashtra preparation of Soya Chunks Kolhapuri, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/676.jpg
677,Kashmiri Kahwa,Beverages,Jammu & Kashmir,North,1,veg,0,155,6.8,18.5,0.5,3.6,2,Medium,0,"Authentic Jammu & Kashmir preparation of Kashmiri Kahwa, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/677.jpg
678,Jackfruit Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,111,4.2,21.0,2.0,4.2,2,Medium,0,"Authentic Pan-India preparation of Jackfruit Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/678.jpg
679,Palak Pakora,Snacks,Pan-India,Pan-India,6,veg,0,227,3.5,31.0,16.6,10.0,7,Medium,0,"Authentic Pan-India preparation of Palak Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/679.jpg
680,Masoor Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,256,13.3,37.8,5.4,11.6,8,High,0,"Authentic Pan-India preparation of Masoor Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/680.jpg
681,Raw Banana Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,171,1.3,23.2,5.7,2.8,1,Medium,0,"Authentic Tamil Nadu preparation of Raw Banana Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/681.jpg
682,Crab Butter Masala,Main_Course,Pan-India,Pan-India,6,non-veg,1,212,7.7,28.1,17.4,3.5,2,High,0,"Authentic Pan-India preparation of Crab Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/682.jpg
683,Lobia Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,248,10.0,40.0,4.7,12.9,9,High,0,"Authentic Pan-India preparation of Lobia Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/683.jpg
684,Boondi Raita,Side_Dish,Pan-India,Pan-India,6,veg,0,147,5.1,14.7,5.9,3.0,2,Medium,0,"Authentic Pan-India preparation of Boondi Raita, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/684.jpg
685,Paneer Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,286,17.5,5.6,21.5,0.0,0,High,0,"Authentic Tamil Nadu preparation of Paneer Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/685.jpg
686,Chicken Jalfrezi,Main_Course,Pan-India,Pan-India,6,non-veg,1,215,23.7,4.2,9.8,0.0,0,Medium,0,"Authentic Pan-India preparation of Chicken Jalfrezi, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/686.jpg
687,Karela Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,149,4.4,18.6,5.7,2.5,1,Medium,0,"Authentic Pan-India preparation of Karela Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/687.jpg
688,Paneer Kolhapuri,Main_Course,Maharashtra,West,3,veg,0,274,15.5,4.2,26.2,0.4,0,High,0,"Authentic Maharashtra preparation of Paneer Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/688.jpg
689,Mutton Malai Tikka,Appetizers,Punjab,North,1,non-veg,1,363,20.8,6.2,30.8,0.0,0,Medium,0,"Authentic Punjab preparation of Mutton Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/689.jpg
690,Jackfruit Jalfrezi,Main_Course,Pan-India,Pan-India,6,veg,0,147,7.6,16.6,1.8,5.5,3,Medium,0,"Authentic Pan-India preparation of Jackfruit Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/690.jpg
691,Crab Do Pyaza,Main_Course,Pan-India,Pan-India,6,non-veg,1,162,3.7,18.4,4.4,2.7,1,Medium,0,"Authentic Pan-India preparation of Crab Do Pyaza, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/691.jpg
692,Chicken Rogan Josh,Main_Course,Jammu & Kashmir,North,1,non-veg,1,267,26.4,0.5,9.1,1.1,0,Medium,0,"Authentic Jammu & Kashmir preparation of Chicken Rogan Josh, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/692.jpg
693,Masala Chaas,Beverages,Pan-India,Pan-India,6,veg,0,165,7.1,21.8,5.9,4.4,8,High,1,"Authentic Pan-India preparation of Masala Chaas, served as a beverages.",Enhances probiotic density and boosts lactic-acid bacteria.,images/693.jpg
694,Mix Veg Saag,Main_Course,Pan-India,Pan-India,6,veg,0,161,5.4,20.3,4.9,8.2,5,Medium,0,"Authentic Pan-India preparation of Mix Veg Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/694.jpg
695,Chicken Malai Tikka,Appetizers,Punjab,North,1,non-veg,1,247,25.8,8.5,20.6,0.0,0,Medium,0,"Authentic Punjab preparation of Chicken Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/695.jpg
696,Chicken Kosha,Main_Course,West Bengal,East,4,non-veg,1,239,25.8,0.5,8.8,1.3,0,Medium,0,"Authentic West Bengal preparation of Chicken Kosha, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/696.jpg
697,Mushroom Do Pyaza,Main_Course,Pan-India,Pan-India,6,veg,0,96,5.8,11.6,0.5,7.6,5,Medium,0,"Authentic Pan-India preparation of Mushroom Do Pyaza, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/697.jpg
698,Gobi Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,71,5.3,7.2,2.4,7.2,5,Medium,0,"Authentic Pan-India preparation of Gobi Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/698.jpg
699,Raw Banana Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,170,6.8,20.3,5.2,4.6,3,High,0,"Authentic Pan-India preparation of Raw Banana Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/699.jpg
700,Jackfruit Kolhapuri,Main_Course,Maharashtra,West,3,veg,0,160,4.3,25.4,3.8,4.7,3,Medium,0,"Authentic Maharashtra preparation of Jackfruit Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/700.jpg
